Event,NOC,Pos.,Year,Discipline,Gender Cleaned,Event Cleaned
"Super-Heavyweight, Freestyle, Men",RUS,1,2000,Wrestling,Men,"Super-Heavyweight, Freestyle"
"Super-Heavyweight, Freestyle, Men",UZB,2,2000,Wrestling,Men,"Super-Heavyweight, Freestyle"
"Super-Heavyweight, Freestyle, Men",CUB,3,2000,Wrestling,Men,"Super-Heavyweight, Freestyle"
"Super-Heavyweight, Greco-Roman, Men",USA,1,2000,Wrestling,Men,"Super-Heavyweight, Greco-Roman"
"Super-Heavyweight, Greco-Roman, Men",RUS,2,2000,Wrestling,Men,"Super-Heavyweight, Greco-Roman"
"Super-Heavyweight, Greco-Roman, Men",BLR,3,2000,Wrestling,Men,"Super-Heavyweight, Greco-Roman"
"Welterweight, Freestyle, Men",CAN,1,2000,Wrestling,Men,"Welterweight, Freestyle"
"Welterweight, Freestyle, Men",RUS,2,2000,Wrestling,Men,"Welterweight, Freestyle"
"Welterweight, Freestyle, Men",USA,3,2000,Wrestling,Men,"Welterweight, Freestyle"
"Welterweight, Greco-Roman, Men",CUB,1,2000,Wrestling,Men,"Welterweight, Greco-Roman"
"Welterweight, Greco-Roman, Men",JPN,2,2000,Wrestling,Men,"Welterweight, Greco-Roman"
"Welterweight, Greco-Roman, Men",RUS,3,2000,Wrestling,Men,"Welterweight, Greco-Roman"
"Individual, Men",ITA,1,2004,Archery,Men,Individual
"Individual, Men",JPN,2,2004,Archery,Men,Individual
"Individual, Men",AUS,3,2004,Archery,Men,Individual
"Individual, Women",KOR,1,2004,Archery,Women,Individual
"Individual, Women",KOR,2,2004,Archery,Women,Individual
"Individual, Women",GBR,3,2004,Archery,Women,Individual
"Team, Men",KOR,1,2004,Archery,Men,Team
"Team, Men",TPE,2,2004,Archery,Men,Team
"Team, Men",UKR,3,2004,Archery,Men,Team
"Team, Women",KOR,1,2004,Archery,Women,Team
"Team, Women",CHN,2,2004,Archery,Women,Team
"Team, Women",TPE,3,2004,Archery,Women,Team
"Balance Beam, Women",ROU,1,2004,Artistic Gymnastics,Women,Balance Beam
"Balance Beam, Women",USA,2,2004,Artistic Gymnastics,Women,Balance Beam
"Balance Beam, Women",ROU,3,2004,Artistic Gymnastics,Women,Balance Beam
"Floor Exercise, Men",CAN,1,2004,Artistic Gymnastics,Men,Floor Exercise
"Floor Exercise, Men",ROU,2,2004,Artistic Gymnastics,Men,Floor Exercise
"Floor Exercise, Men",BUL,3,2004,Artistic Gymnastics,Men,Floor Exercise
"Floor Exercise, Women",ROU,1,2004,Artistic Gymnastics,Women,Floor Exercise
"Floor Exercise, Women",ROU,2,2004,Artistic Gymnastics,Women,Floor Exercise
"Floor Exercise, Women",ESP,3,2004,Artistic Gymnastics,Women,Floor Exercise
"Horizontal Bar, Men",ITA,1,2004,Artistic Gymnastics,Men,Horizontal Bar
"Horizontal Bar, Men",USA,2,2004,Artistic Gymnastics,Men,Horizontal Bar
"Horizontal Bar, Men",JPN,3,2004,Artistic Gymnastics,Men,Horizontal Bar
"Horse Vault, Men",ESP,1,2004,Artistic Gymnastics,Men,Horse Vault
"Horse Vault, Men",LAT,2,2004,Artistic Gymnastics,Men,Horse Vault
"Horse Vault, Men",ROU,3,2004,Artistic Gymnastics,Men,Horse Vault
"Horse Vault, Women",ROU,1,2004,Artistic Gymnastics,Women,Horse Vault
"Horse Vault, Women",USA,2,2004,Artistic Gymnastics,Women,Horse Vault
"Horse Vault, Women",RUS,3,2004,Artistic Gymnastics,Women,Horse Vault
"Individual All-Around, Men",USA,1,2004,Artistic Gymnastics,Men,Individual All-Around
"Individual All-Around, Men",KOR,2,2004,Artistic Gymnastics,Men,Individual All-Around
"Individual All-Around, Men",KOR,3,2004,Artistic Gymnastics,Men,Individual All-Around
"Individual All-Around, Women",USA,1,2004,Artistic Gymnastics,Women,Individual All-Around
"Individual All-Around, Women",RUS,2,2004,Artistic Gymnastics,Women,Individual All-Around
"Individual All-Around, Women",CHN,3,2004,Artistic Gymnastics,Women,Individual All-Around
"Parallel Bars, Men",UKR,1,2004,Artistic Gymnastics,Men,Parallel Bars
"Parallel Bars, Men",JPN,2,2004,Artistic Gymnastics,Men,Parallel Bars
"Parallel Bars, Men",CHN,3,2004,Artistic Gymnastics,Men,Parallel Bars
"Pommelled Horse, Men",CHN,1,2004,Artistic Gymnastics,Men,Pommelled Horse
"Pommelled Horse, Men",ROU,2,2004,Artistic Gymnastics,Men,Pommelled Horse
"Pommelled Horse, Men",JPN,3,2004,Artistic Gymnastics,Men,Pommelled Horse
"Rings, Men",GRE,1,2004,Artistic Gymnastics,Men,Rings
"Rings, Men",BUL,2,2004,Artistic Gymnastics,Men,Rings
"Rings, Men",ITA,3,2004,Artistic Gymnastics,Men,Rings
"Team All-Around, Men",JPN,1,2004,Artistic Gymnastics,Men,Team All-Around
"Team All-Around, Men",USA,2,2004,Artistic Gymnastics,Men,Team All-Around
"Team All-Around, Men",ROU,3,2004,Artistic Gymnastics,Men,Team All-Around
"Team All-Around, Women",ROU,1,2004,Artistic Gymnastics,Women,Team All-Around
"Team All-Around, Women",USA,2,2004,Artistic Gymnastics,Women,Team All-Around
"Team All-Around, Women",RUS,3,2004,Artistic Gymnastics,Women,Team All-Around
"Uneven Bars, Women",FRA,1,2004,Artistic Gymnastics,Women,Uneven Bars
"Uneven Bars, Women",USA,2,2004,Artistic Gymnastics,Women,Uneven Bars
"Uneven Bars, Women",USA,3,2004,Artistic Gymnastics,Women,Uneven Bars
"Duet, Women",RUS,1,2004,Artistic Swimming,Women,Duet
"Duet, Women",JPN,2,2004,Artistic Swimming,Women,Duet
"Duet, Women",USA,3,2004,Artistic Swimming,Women,Duet
"Team, Women",RUS,1,2004,Artistic Swimming,Women,Team
"Team, Women",JPN,2,2004,Artistic Swimming,Women,Team
"Team, Women",USA,3,2004,Artistic Swimming,Women,Team
"1,500 metres, Men",MAR,1,2004,Athletics,Men,"1,500 metres"
"1,500 metres, Men",KEN,2,2004,Athletics,Men,"1,500 metres"
"1,500 metres, Men",POR,3,2004,Athletics,Men,"1,500 metres"
"1,500 metres, Women",GBR,1,2004,Athletics,Women,"1,500 metres"
"1,500 metres, Women",RUS,2,2004,Athletics,Women,"1,500 metres"
"1,500 metres, Women",ROU,3,2004,Athletics,Women,"1,500 metres"
"10,000 metres, Men",ETH,1,2004,Athletics,Men,"10,000 metres"
"10,000 metres, Men",ETH,2,2004,Athletics,Men,"10,000 metres"
"10,000 metres, Men",ERI,3,2004,Athletics,Men,"10,000 metres"
"10,000 metres, Women",CHN,1,2004,Athletics,Women,"10,000 metres"
"10,000 metres, Women",ETH,2,2004,Athletics,Women,"10,000 metres"
"10,000 metres, Women",ETH,3,2004,Athletics,Women,"10,000 metres"
"100 metres Hurdles, Women",USA,1,2004,Athletics,Women,100 metres Hurdles
"100 metres Hurdles, Women",UKR,2,2004,Athletics,Women,100 metres Hurdles
"100 metres Hurdles, Women",USA,3,2004,Athletics,Women,100 metres Hurdles
"100 metres, Men",USA,1,2004,Athletics,Men,100 metres
"100 metres, Men",POR,2,2004,Athletics,Men,100 metres
"100 metres, Men",USA,3,2004,Athletics,Men,100 metres
"100 metres, Women",BLR,1,2004,Athletics,Women,100 metres
"100 metres, Women",USA,2,2004,Athletics,Women,100 metres
"100 metres, Women",JAM,3,2004,Athletics,Women,100 metres
"110 metres Hurdles, Men",CHN,1,2004,Athletics,Men,110 metres Hurdles
"110 metres Hurdles, Men",USA,2,2004,Athletics,Men,110 metres Hurdles
"110 metres Hurdles, Men",CUB,3,2004,Athletics,Men,110 metres Hurdles
"20 kilometres Walk, Men",ITA,1,2004,Athletics,Men,20 kilometres Walk
"20 kilometres Walk, Men",ESP,2,2004,Athletics,Men,20 kilometres Walk
"20 kilometres Walk, Men",AUS,3,2004,Athletics,Men,20 kilometres Walk
"20 kilometres Walk, Women",GRE,1,2004,Athletics,Women,20 kilometres Walk
"20 kilometres Walk, Women",RUS,2,2004,Athletics,Women,20 kilometres Walk
"20 kilometres Walk, Women",AUS,3,2004,Athletics,Women,20 kilometres Walk
"200 metres, Men",USA,1,2004,Athletics,Men,200 metres
"200 metres, Men",USA,2,2004,Athletics,Men,200 metres
"200 metres, Men",USA,3,2004,Athletics,Men,200 metres
"200 metres, Women",JAM,1,2004,Athletics,Women,200 metres
"200 metres, Women",USA,2,2004,Athletics,Women,200 metres
"200 metres, Women",BAH,3,2004,Athletics,Women,200 metres
"3,000 metres Steeplechase, Men",KEN,1,2004,Athletics,Men,"3,000 metres Steeplechase"
"3,000 metres Steeplechase, Men",KEN,2,2004,Athletics,Men,"3,000 metres Steeplechase"
"3,000 metres Steeplechase, Men",KEN,3,2004,Athletics,Men,"3,000 metres Steeplechase"
"4 x 100 metres Relay, Women",POL,1,1964,Athletics,Women,4 x 100 metres Relay
"4 x 100 metres Relay, Women",USA,2,1964,Athletics,Women,4 x 100 metres Relay
"4 x 100 metres Relay, Women",GBR,3,1964,Athletics,Women,4 x 100 metres Relay
"4 x 100 metres Relay, Women",USA,1,1968,Athletics,Women,4 x 100 metres Relay
"4 x 100 metres Relay, Women",CUB,2,1968,Athletics,Women,4 x 100 metres Relay
"4 x 100 metres Relay, Women",URS,3,1968,Athletics,Women,4 x 100 metres Relay
"4 x 100 metres Relay, Women",FRG,1,1972,Athletics,Women,4 x 100 metres Relay
"4 x 100 metres Relay, Women",GDR,2,1972,Athletics,Women,4 x 100 metres Relay
"4 x 100 metres Relay, Women",CUB,3,1972,Athletics,Women,4 x 100 metres Relay
"4 x 100 metres Relay, Women",GDR,1,1976,Athletics,Women,4 x 100 metres Relay
"4 x 100 metres Relay, Women",FRG,2,1976,Athletics,Women,4 x 100 metres Relay
"4 x 100 metres Relay, Women",URS,3,1976,Athletics,Women,4 x 100 metres Relay
"400 metres Hurdles, Men",DOM,1,2004,Athletics,Men,400 metres Hurdles
"400 metres Hurdles, Men",JAM,2,2004,Athletics,Men,400 metres Hurdles
"400 metres Hurdles, Men",FRA,3,2004,Athletics,Men,400 metres Hurdles
"400 metres Hurdles, Women",GRE,1,2004,Athletics,Women,400 metres Hurdles
"400 metres Hurdles, Women",ROU,2,2004,Athletics,Women,400 metres Hurdles
"400 metres Hurdles, Women",UKR,3,2004,Athletics,Women,400 metres Hurdles
"400 metres, Men",USA,1,2004,Athletics,Men,400 metres
"400 metres, Men",USA,2,2004,Athletics,Men,400 metres
"400 metres, Men",USA,3,2004,Athletics,Men,400 metres
"400 metres, Women",BAH,1,2004,Athletics,Women,400 metres
"400 metres, Women",MEX,2,2004,Athletics,Women,400 metres
"400 metres, Women",RUS,3,2004,Athletics,Women,400 metres
"5,000 metres, Men",MAR,1,2004,Athletics,Men,"5,000 metres"
"5,000 metres, Men",ETH,2,2004,Athletics,Men,"5,000 metres"
"5,000 metres, Men",KEN,3,2004,Athletics,Men,"5,000 metres"
"5,000 metres, Women",ETH,1,2004,Athletics,Women,"5,000 metres"
"5,000 metres, Women",KEN,2,2004,Athletics,Women,"5,000 metres"
"5,000 metres, Women",ETH,3,2004,Athletics,Women,"5,000 metres"
"50 kilometres Walk, Men",POL,1,2004,Athletics,Men,50 kilometres Walk
"50 kilometres Walk, Men",RUS,2,2004,Athletics,Men,50 kilometres Walk
"50 kilometres Walk, Men",RUS,3,2004,Athletics,Men,50 kilometres Walk
"800 metres, Men",RUS,1,2004,Athletics,Men,800 metres
"800 metres, Men",RSA,2,2004,Athletics,Men,800 metres
"800 metres, Men",DEN,3,2004,Athletics,Men,800 metres
"800 metres, Women",GBR,1,2004,Athletics,Women,800 metres
"800 metres, Women",MAR,2,2004,Athletics,Women,800 metres
"800 metres, Women",SLO,3,2004,Athletics,Women,800 metres
"Decathlon, Men",CZE,1,2004,Athletics,Men,Decathlon
"Decathlon, Men",USA,2,2004,Athletics,Men,Decathlon
"Decathlon, Men",KAZ,3,2004,Athletics,Men,Decathlon
"Discus Throw, Men",LTU,1,2004,Athletics,Men,Discus Throw
"Discus Throw, Men",HUN,2,2004,Athletics,Men,Discus Throw
"Discus Throw, Men",EST,3,2004,Athletics,Men,Discus Throw
"Discus Throw, Women",RUS,1,2004,Athletics,Women,Discus Throw
"Discus Throw, Women",GRE,2,2004,Athletics,Women,Discus Throw
"Discus Throw, Women",CZE,3,2004,Athletics,Women,Discus Throw
"Hammer Throw, Men",JPN,1,2004,Athletics,Men,Hammer Throw
"Hammer Throw, Men",DQ,2,2004,Athletics,Men,Hammer Throw
"Hammer Throw, Men",DQ,3,2004,Athletics,Men,Hammer Throw
"Hammer Throw, Women",RUS,1,2004,Athletics,Women,Hammer Throw
"Hammer Throw, Women",CUB,2,2004,Athletics,Women,Hammer Throw
"Hammer Throw, Women",CUB,3,2004,Athletics,Women,Hammer Throw
"Heptathlon, Women",SWE,1,2004,Athletics,Women,Heptathlon
"Heptathlon, Women",LTU,2,2004,Athletics,Women,Heptathlon
"Heptathlon, Women",GBR,3,2004,Athletics,Women,Heptathlon
"High Jump, Men",SWE,1,2004,Athletics,Men,High Jump
"High Jump, Men",USA,2,2004,Athletics,Men,High Jump
"High Jump, Men",CZE,3,2004,Athletics,Men,High Jump
"High Jump, Women",RUS,1,2004,Athletics,Women,High Jump
"High Jump, Women",RSA,2,2004,Athletics,Women,High Jump
"High Jump, Women",UKR,3,2004,Athletics,Women,High Jump
"Javelin Throw, Men",NOR,1,2004,Athletics,Men,Javelin Throw
"Javelin Throw, Men",LAT,2,2004,Athletics,Men,Javelin Throw
"Javelin Throw, Men",RUS,3,2004,Athletics,Men,Javelin Throw
"Javelin Throw, Women",CUB,1,2004,Athletics,Women,Javelin Throw
"Javelin Throw, Women",GER,2,2004,Athletics,Women,Javelin Throw
"Javelin Throw, Women",GRE,3,2004,Athletics,Women,Javelin Throw
"Long Jump, Men",USA,1,2004,Athletics,Men,Long Jump
"Long Jump, Men",USA,2,2004,Athletics,Men,Long Jump
"Long Jump, Men",ESP,3,2004,Athletics,Men,Long Jump
"Long Jump, Women",RUS,1,2004,Athletics,Women,Long Jump
"Long Jump, Women",RUS,2,2004,Athletics,Women,Long Jump
"Long Jump, Women",RUS,3,2004,Athletics,Women,Long Jump
"Marathon, Men",ITA,1,2004,Athletics,Men,Marathon
"Marathon, Men",USA,2,2004,Athletics,Men,Marathon
"Marathon, Men",BRA,3,2004,Athletics,Men,Marathon
"Marathon, Women",JPN,1,2004,Athletics,Women,Marathon
"Marathon, Women",KEN,2,2004,Athletics,Women,Marathon
"Marathon, Women",USA,3,2004,Athletics,Women,Marathon
"Pole Vault, Men",USA,1,2004,Athletics,Men,Pole Vault
"Pole Vault, Men",USA,2,2004,Athletics,Men,Pole Vault
"Pole Vault, Men",ITA,3,2004,Athletics,Men,Pole Vault
"Pole Vault, Women",RUS,1,2004,Athletics,Women,Pole Vault
"Pole Vault, Women",RUS,2,2004,Athletics,Women,Pole Vault
"Pole Vault, Women",POL,3,2004,Athletics,Women,Pole Vault
"Shot Put, Men",USA,1,2004,Athletics,Men,Shot Put
"Shot Put, Men",DEN,2,2004,Athletics,Men,Shot Put
"Shot Put, Men",ESP,3,2004,Athletics,Men,Shot Put
"Shot Put, Women",CUB,1,2004,Athletics,Women,Shot Put
"Shot Put, Women",GER,2,2004,Athletics,Women,Shot Put
"Shot Put, Women",DQ,3,2004,Athletics,Women,Shot Put
"Triple Jump, Men",SWE,1,2004,Athletics,Men,Triple Jump
"Triple Jump, Men",ROU,2,2004,Athletics,Men,Triple Jump
"Triple Jump, Men",RUS,3,2004,Athletics,Men,Triple Jump
"Triple Jump, Women",CMR,1,2004,Athletics,Women,Triple Jump
"Triple Jump, Women",GRE,2,2004,Athletics,Women,Triple Jump
"Triple Jump, Women",RUS,3,2004,Athletics,Women,Triple Jump
"Doubles, Men",KOR,1,2004,Badminton,Men,Doubles
"Doubles, Men",KOR,2,2004,Badminton,Men,Doubles
"Doubles, Men",INA,3,2004,Badminton,Men,Doubles
"Doubles, Mixed",CHN,1,2004,Badminton,Mixed,Doubles
"Doubles, Mixed",GBR,2,2004,Badminton,Mixed,Doubles
"Doubles, Mixed",DEN,3,2004,Badminton,Mixed,Doubles
"Doubles, Women",CHN,1,2004,Badminton,Women,Doubles
"Doubles, Women",CHN,2,2004,Badminton,Women,Doubles
"Doubles, Women",KOR,3,2004,Badminton,Women,Doubles
"Singles, Men",INA,1,2004,Badminton,Men,Singles
"Singles, Men",KOR,2,2004,Badminton,Men,Singles
"Singles, Men",INA,3,2004,Badminton,Men,Singles
"Singles, Women",CHN,1,2004,Badminton,Women,Singles
"Singles, Women",NED,2,2004,Badminton,Women,Singles
"Singles, Women",CHN,3,2004,Badminton,Women,Singles
"Baseball, Men",CUB,1,2004,Baseball,Men,Baseball
"Baseball, Men",AUS,2,2004,Baseball,Men,Baseball
"Baseball, Men",JPN,3,2004,Baseball,Men,Baseball
"Basketball, Men",ARG,1,2004,Basketball,Men,Basketball
"Basketball, Men",ITA,2,2004,Basketball,Men,Basketball
"Basketball, Men",USA,3,2004,Basketball,Men,Basketball
"Basketball, Women",USA,1,2004,Basketball,Women,Basketball
"Basketball, Women",AUS,2,2004,Basketball,Women,Basketball
"Basketball, Women",RUS,3,2004,Basketball,Women,Basketball
"Beach Volleyball, Men",BRA,1,2004,Beach Volleyball,Men,Beach Volleyball
"Beach Volleyball, Men",ESP,2,2004,Beach Volleyball,Men,Beach Volleyball
"Beach Volleyball, Men",SUI,3,2004,Beach Volleyball,Men,Beach Volleyball
"Beach Volleyball, Women",USA,1,2004,Beach Volleyball,Women,Beach Volleyball
"Beach Volleyball, Women",BRA,2,2004,Beach Volleyball,Women,Beach Volleyball
"Beach Volleyball, Women",USA,3,2004,Beach Volleyball,Women,Beach Volleyball
"Bantamweight, Men",CUB,1,2004,Boxing,Men,Bantamweight
"Bantamweight, Men",THA,2,2004,Boxing,Men,Bantamweight
"Bantamweight, Men",UZB,3,2004,Boxing,Men,Bantamweight
"Bantamweight, Men",AZE,3,2004,Boxing,Men,Bantamweight
"Featherweight, Men",RUS,1,2004,Boxing,Men,Featherweight
"Featherweight, Men",PRK,2,2004,Boxing,Men,Featherweight
"Featherweight, Men",GER,3,2004,Boxing,Men,Featherweight
"Featherweight, Men",KOR,3,2004,Boxing,Men,Featherweight
"Flyweight, Men",CUB,1,2004,Boxing,Men,Flyweight
"Flyweight, Men",FRA,2,2004,Boxing,Men,Flyweight
"Flyweight, Men",GER,3,2004,Boxing,Men,Flyweight
"Flyweight, Men",AZE,3,2004,Boxing,Men,Flyweight
"Heavyweight, Men",CUB,1,2004,Boxing,Men,Heavyweight
"Heavyweight, Men",BLR,2,2004,Boxing,Men,Heavyweight
"Heavyweight, Men",SYR,3,2004,Boxing,Men,Heavyweight
"Heavyweight, Men",EGY,3,2004,Boxing,Men,Heavyweight
"Light-Flyweight, Men",CUB,1,2004,Boxing,Men,Light-Flyweight
"Light-Flyweight, Men",TUR,2,2004,Boxing,Men,Light-Flyweight
"Light-Flyweight, Men",RUS,3,2004,Boxing,Men,Light-Flyweight
"Light-Flyweight, Men",CHN,3,2004,Boxing,Men,Light-Flyweight
"Light-Heavyweight, Men",USA,1,2004,Boxing,Men,Light-Heavyweight
"Light-Heavyweight, Men",BLR,2,2004,Boxing,Men,Light-Heavyweight
"Light-Heavyweight, Men",UZB,3,2004,Boxing,Men,Light-Heavyweight
"Light-Heavyweight, Men",EGY,3,2004,Boxing,Men,Light-Heavyweight
"Lightweight, Men",CUB,1,2004,Boxing,Men,Lightweight
"Lightweight, Men",GBR,2,2004,Boxing,Men,Lightweight
"Lightweight, Men",KAZ,3,2004,Boxing,Men,Lightweight
"Lightweight, Men",RUS,3,2004,Boxing,Men,Lightweight
"Light-Welterweight, Men",THA,1,2004,Boxing,Men,Light-Welterweight
"Light-Welterweight, Men",CUB,2,2004,Boxing,Men,Light-Welterweight
"Light-Welterweight, Men",BUL,3,2004,Boxing,Men,Light-Welterweight
"Light-Welterweight, Men",ROU,3,2004,Boxing,Men,Light-Welterweight
"Middleweight, Men",RUS,1,2004,Boxing,Men,Middleweight
"Middleweight, Men",KAZ,2,2004,Boxing,Men,Middleweight
"Middleweight, Men",USA,3,2004,Boxing,Men,Middleweight
"Middleweight, Men",THA,3,2004,Boxing,Men,Middleweight
"Super-Heavyweight, Men",RUS,1,2004,Boxing,Men,Super-Heavyweight
"Super-Heavyweight, Men",EGY,2,2004,Boxing,Men,Super-Heavyweight
"Super-Heavyweight, Men",ITA,3,2004,Boxing,Men,Super-Heavyweight
"Super-Heavyweight, Men",CUB,3,2004,Boxing,Men,Super-Heavyweight
"Welterweight, Men",KAZ,1,2004,Boxing,Men,Welterweight
"Welterweight, Men",CUB,2,2004,Boxing,Men,Welterweight
"Welterweight, Men",KOR,3,2004,Boxing,Men,Welterweight
"Welterweight, Men",RUS,3,2004,Boxing,Men,Welterweight
"Canadian Doubles, Slalom, Men",SVK,1,2004,Canoe Slalom,Men,"Canadian Doubles, Slalom"
"Canadian Doubles, Slalom, Men",GER,2,2004,Canoe Slalom,Men,"Canadian Doubles, Slalom"
"Canadian Doubles, Slalom, Men",CZE,3,2004,Canoe Slalom,Men,"Canadian Doubles, Slalom"
"Canadian Singles, Slalom, Men",FRA,1,2004,Canoe Slalom,Men,"Canadian Singles, Slalom"
"Canadian Singles, Slalom, Men",SVK,2,2004,Canoe Slalom,Men,"Canadian Singles, Slalom"
"Canadian Singles, Slalom, Men",GER,3,2004,Canoe Slalom,Men,"Canadian Singles, Slalom"
"Kayak Singles, Slalom, Men",FRA,1,2004,Canoe Slalom,Men,"Kayak Singles, Slalom"
"Kayak Singles, Slalom, Men",GBR,2,2004,Canoe Slalom,Men,"Kayak Singles, Slalom"
"Kayak Singles, Slalom, Men",FRA,3,2004,Canoe Slalom,Men,"Kayak Singles, Slalom"
"Kayak Singles, Slalom, Women",SVK,1,2004,Canoe Slalom,Women,"Kayak Singles, Slalom"
"Kayak Singles, Slalom, Women",USA,2,2004,Canoe Slalom,Women,"Kayak Singles, Slalom"
"Kayak Singles, Slalom, Women",GBR,3,2004,Canoe Slalom,Women,"Kayak Singles, Slalom"
"Canadian Doubles, 1,000 metres, Men",GER,1,2004,Canoe Sprint,Men,"Canadian Doubles, 1,000 metres"
"Canadian Doubles, 1,000 metres, Men",RUS,2,2004,Canoe Sprint,Men,"Canadian Doubles, 1,000 metres"
"Canadian Doubles, 1,000 metres, Men",HUN,3,2004,Canoe Sprint,Men,"Canadian Doubles, 1,000 metres"
"Canadian Doubles, 500 metres, Men",CHN,1,2004,Canoe Sprint,Men,"Canadian Doubles, 500 metres"
"Canadian Doubles, 500 metres, Men",CUB,2,2004,Canoe Sprint,Men,"Canadian Doubles, 500 metres"
"Canadian Doubles, 500 metres, Men",RUS,3,2004,Canoe Sprint,Men,"Canadian Doubles, 500 metres"
"Canadian Singles, 1,000 metres, Men",ESP,1,2004,Canoe Sprint,Men,"Canadian Singles, 1,000 metres"
"Canadian Singles, 1,000 metres, Men",GER,2,2004,Canoe Sprint,Men,"Canadian Singles, 1,000 metres"
"Canadian Singles, 1,000 metres, Men",HUN,3,2004,Canoe Sprint,Men,"Canadian Singles, 1,000 metres"
"Canadian Singles, 500 metres, Men",GER,1,2004,Canoe Sprint,Men,"Canadian Singles, 500 metres"
"Canadian Singles, 500 metres, Men",ESP,2,2004,Canoe Sprint,Men,"Canadian Singles, 500 metres"
"Canadian Singles, 500 metres, Men",RUS,3,2004,Canoe Sprint,Men,"Canadian Singles, 500 metres"
"Kayak Doubles, 1,000 metres, Men",SWE,1,2004,Canoe Sprint,Men,"Kayak Doubles, 1,000 metres"
"Kayak Doubles, 1,000 metres, Men",ITA,2,2004,Canoe Sprint,Men,"Kayak Doubles, 1,000 metres"
"Kayak Doubles, 1,000 metres, Men",NOR,3,2004,Canoe Sprint,Men,"Kayak Doubles, 1,000 metres"
"Kayak Doubles, 500 metres, Men",GER,1,2004,Canoe Sprint,Men,"Kayak Doubles, 500 metres"
"Kayak Doubles, 500 metres, Men",AUS,2,2004,Canoe Sprint,Men,"Kayak Doubles, 500 metres"
"Kayak Doubles, 500 metres, Men",BLR,3,2004,Canoe Sprint,Men,"Kayak Doubles, 500 metres"
"Kayak Doubles, 500 metres, Women",HUN,1,2004,Canoe Sprint,Women,"Kayak Doubles, 500 metres"
"Kayak Doubles, 500 metres, Women",GER,2,2004,Canoe Sprint,Women,"Kayak Doubles, 500 metres"
"Kayak Doubles, 500 metres, Women",POL,3,2004,Canoe Sprint,Women,"Kayak Doubles, 500 metres"
"Kayak Fours, 1,000 metres, Men",HUN,1,2004,Canoe Sprint,Men,"Kayak Fours, 1,000 metres"
