Event,NOC,Pos.,Year,Discipline
"800 metres, Men",GBR,1,1980,Athletics
"800 metres, Men",GBR,2,1980,Athletics
"800 metres, Men",URS,3,1980,Athletics
"800 metres, Women",URS,1,1980,Athletics
"800 metres, Women",URS,2,1980,Athletics
"800 metres, Women",URS,3,1980,Athletics
"Decathlon, Men",GBR,1,1980,Athletics
"Decathlon, Men",URS,2,1980,Athletics
"Decathlon, Men",URS,3,1980,Athletics
"Discus Throw, Men",URS,1,1980,Athletics
"Discus Throw, Men",TCH,2,1980,Athletics
"Discus Throw, Men",CUB,3,1980,Athletics
"Discus Throw, Women",GDR,1,1980,Athletics
"Discus Throw, Women",BUL,2,1980,Athletics
"Discus Throw, Women",URS,3,1980,Athletics
"Hammer Throw, Men",URS,1,1980,Athletics
"Hammer Throw, Men",URS,2,1980,Athletics
"Hammer Throw, Men",URS,3,1980,Athletics
"High Jump, Men",GDR,1,1980,Athletics
"High Jump, Men",POL,2,1980,Athletics
"High Jump, Men",GDR,3,1980,Athletics
"High Jump, Women",ITA,1,1980,Athletics
"High Jump, Women",POL,2,1980,Athletics
"High Jump, Women",GDR,3,1980,Athletics
"Javelin Throw, Men",URS,1,1980,Athletics
"Javelin Throw, Men",URS,2,1980,Athletics
"Javelin Throw, Men",GDR,3,1980,Athletics
"Javelin Throw, Women",CUB,1,1980,Athletics
"Javelin Throw, Women",URS,2,1980,Athletics
"Javelin Throw, Women",GDR,3,1980,Athletics
"Long Jump, Men",GDR,1,1980,Athletics
"Long Jump, Men",GDR,2,1980,Athletics
"Long Jump, Men",URS,3,1980,Athletics
"Long Jump, Women",URS,1,1980,Athletics
"Long Jump, Women",GDR,2,1980,Athletics
"Long Jump, Women",URS,3,1980,Athletics
"Marathon, Men",GDR,1,1980,Athletics
"Marathon, Men",NED,2,1980,Athletics
"Marathon, Men",URS,3,1980,Athletics
"Pentathlon, Women",URS,1,1980,Athletics
"Pentathlon, Women",URS,2,1980,Athletics
"Pentathlon, Women",URS,3,1980,Athletics
"Pole Vault, Men",POL,1,1980,Athletics
"Pole Vault, Men",URS,2,1980,Athletics
"Pole Vault, Men",0,3,1980,Athletics
"Pole Vault, Men",POL,2,1980,Athletics
"Shot Put, Men",URS,1,1980,Athletics
"Shot Put, Men",URS,2,1980,Athletics
"Shot Put, Men",GDR,3,1980,Athletics
"Shot Put, Women",GDR,1,1980,Athletics
"Shot Put, Women",URS,2,1980,Athletics
"Shot Put, Women",GDR,3,1980,Athletics
"Triple Jump, Men",URS,1,1980,Athletics
"Triple Jump, Men",URS,2,1980,Athletics
"Triple Jump, Men",BRA,3,1980,Athletics
"Basketball, Men",YUG,1,1980,Basketball
"Basketball, Men",ITA,2,1980,Basketball
"Basketball, Men",URS,3,1980,Basketball
"Basketball, Women",URS,1,1980,Basketball
"Basketball, Women",BUL,2,1980,Basketball
"Basketball, Women",YUG,3,1980,Basketball
"Bantamweight, Men",CUB,1,1980,Boxing
"Bantamweight, Men",VEN,2,1980,Boxing
"Bantamweight, Men",GUY,3,1980,Boxing
"Bantamweight, Men",ROU,3,1980,Boxing
"Featherweight, Men",GDR,1,1980,Boxing
"Featherweight, Men",CUB,2,1980,Boxing
"Featherweight, Men",URS,3,1980,Boxing
"Featherweight, Men",POL,3,1980,Boxing
"Flyweight, Men",BUL,1,1980,Boxing
"Flyweight, Men",URS,2,1980,Boxing
"Flyweight, Men",IRL,3,1980,Boxing
"Flyweight, Men",HUN,3,1980,Boxing
"Heavyweight, Men",CUB,1,1980,Boxing
"Heavyweight, Men",URS,2,1980,Boxing
"Heavyweight, Men",HUN,3,1980,Boxing
"Heavyweight, Men",GDR,3,1980,Boxing
"Light-Flyweight, Men",URS,1,1980,Boxing
"Light-Flyweight, Men",CUB,2,1980,Boxing
"Light-Flyweight, Men",PRK,3,1980,Boxing
"Light-Flyweight, Men",BUL,3,1980,Boxing
"Light-Heavyweight, Men",YUG,1,1980,Boxing
"Light-Heavyweight, Men",POL,2,1980,Boxing
"Light-Heavyweight, Men",GDR,3,1980,Boxing
"Light-Heavyweight, Men",CUB,3,1980,Boxing
"Light-Middleweight, Men",CUB,1,1980,Boxing
"Light-Middleweight, Men",URS,2,1980,Boxing
"Light-Middleweight, Men",TCH,3,1980,Boxing
"Light-Middleweight, Men",GDR,3,1980,Boxing
"Lightweight, Men",CUB,1,1980,Boxing
"Lightweight, Men",URS,2,1980,Boxing
"Lightweight, Men",POL,3,1980,Boxing
"Lightweight, Men",GDR,3,1980,Boxing
"Light-Welterweight, Men",ITA,1,1980,Boxing
"Light-Welterweight, Men",URS,2,1980,Boxing
"Light-Welterweight, Men",GBR,3,1980,Boxing
"Light-Welterweight, Men",CUB,3,1980,Boxing
"Middleweight, Men",CUB,1,1980,Boxing
"Middleweight, Men",URS,2,1980,Boxing
"Middleweight, Men",ROU,3,1980,Boxing
"Middleweight, Men",POL,3,1980,Boxing
"Welterweight, Men",CUB,1,1980,Boxing
"Welterweight, Men",UGA,2,1980,Boxing
"Welterweight, Men",GDR,3,1980,Boxing
"Welterweight, Men",POL,3,1980,Boxing
"Canadian Doubles, 1,000 metres, Men",ROU,1,1980,Canoe Sprint
"Canadian Doubles, 1,000 metres, Men",GDR,2,1980,Canoe Sprint
"Canadian Doubles, 1,000 metres, Men",URS,3,1980,Canoe Sprint
"Canadian Doubles, 500 metres, Men",HUN,1,1980,Canoe Sprint
"Canadian Doubles, 500 metres, Men",ROU,2,1980,Canoe Sprint
"Canadian Doubles, 500 metres, Men",BUL,3,1980,Canoe Sprint
"Canadian Singles, 1,000 metres, Men",BUL,1,1980,Canoe Sprint
"Canadian Singles, 1,000 metres, Men",URS,2,1980,Canoe Sprint
"Canadian Singles, 1,000 metres, Men",GDR,3,1980,Canoe Sprint
"Canadian Singles, 500 metres, Men",URS,1,1980,Canoe Sprint
"Canadian Singles, 500 metres, Men",BUL,2,1980,Canoe Sprint
"Canadian Singles, 500 metres, Men",GDR,3,1980,Canoe Sprint
"Kayak Doubles, 1,000 metres, Men",URS,1,1980,Canoe Sprint
"Kayak Doubles, 1,000 metres, Men",HUN,2,1980,Canoe Sprint
"Kayak Doubles, 1,000 metres, Men",ESP,3,1980,Canoe Sprint
"Kayak Doubles, 500 metres, Men",URS,1,1980,Canoe Sprint
"Kayak Doubles, 500 metres, Men",ESP,2,1980,Canoe Sprint
"Kayak Doubles, 500 metres, Men",GDR,3,1980,Canoe Sprint
"Kayak Doubles, 500 metres, Women",GDR,1,1980,Canoe Sprint
"Kayak Doubles, 500 metres, Women",URS,2,1980,Canoe Sprint
"Kayak Doubles, 500 metres, Women",HUN,3,1980,Canoe Sprint
"Kayak Fours, 1,000 metres, Men",GDR,1,1980,Canoe Sprint
"Kayak Fours, 1,000 metres, Men",ROU,2,1980,Canoe Sprint
"Kayak Fours, 1,000 metres, Men",BUL,3,1980,Canoe Sprint
"Kayak Singles, 1,000 metres, Men",GDR,1,1980,Canoe Sprint
"Kayak Singles, 1,000 metres, Men",FRA,2,1980,Canoe Sprint
"Kayak Singles, 1,000 metres, Men",ROU,3,1980,Canoe Sprint
"Kayak Singles, 500 metres, Men",URS,1,1980,Canoe Sprint
"Kayak Singles, 500 metres, Men",AUS,2,1980,Canoe Sprint
"Kayak Singles, 500 metres, Men",ROU,3,1980,Canoe Sprint
"Kayak Singles, 500 metres, Women",GDR,1,1980,Canoe Sprint
"Kayak Singles, 500 metres, Women",BUL,2,1980,Canoe Sprint
"Kayak Singles, 500 metres, Women",URS,3,1980,Canoe Sprint
"100 kilometres Team Time Trial, Men",URS,1,1980,Cycling Road
"100 kilometres Team Time Trial, Men",GDR,2,1980,Cycling Road
"100 kilometres Team Time Trial, Men",TCH,3,1980,Cycling Road
"Road Race, Individual, Men",URS,1,1980,Cycling Road
"Road Race, Individual, Men",POL,2,1980,Cycling Road
"Road Race, Individual, Men",URS,3,1980,Cycling Road
"1,000 metres Time Trial, Men",GDR,1,1980,Cycling Track
"1,000 metres Time Trial, Men",URS,2,1980,Cycling Track
"1,000 metres Time Trial, Men",JAM,3,1980,Cycling Track
"Individual Pursuit, 4,000 metres, Men",SUI,1,1980,Cycling Track
"Individual Pursuit, 4,000 metres, Men",FRA,2,1980,Cycling Track
"Individual Pursuit, 4,000 metres, Men",DEN,3,1980,Cycling Track
"Sprint, Men",GDR,1,1980,Cycling Track
"Sprint, Men",FRA,2,1980,Cycling Track
"Sprint, Men",URS,3,1980,Cycling Track
"Team Pursuit, 4,000 metres, Men",URS,1,1980,Cycling Track
"Team Pursuit, 4,000 metres, Men",GDR,2,1980,Cycling Track
"Team Pursuit, 4,000 metres, Men",TCH,3,1980,Cycling Track
"Platform, Men",GDR,1,1980,Diving
"Platform, Men",URS,2,1980,Diving
"Platform, Men",URS,3,1980,Diving
"Platform, Women",GDR,1,1980,Diving
"Platform, Women",URS,2,1980,Diving
"Platform, Women",URS,3,1980,Diving
"Springboard, Men",URS,1,1980,Diving
"Springboard, Men",MEX,2,1980,Diving
"Springboard, Men",ITA,3,1980,Diving
"Springboard, Women",URS,1,1980,Diving
"Springboard, Women",GDR,2,1980,Diving
"Springboard, Women",GDR,3,1980,Diving
"Individual, Open",AUT,1,1980,Equestrian Dressage
"Individual, Open",URS,2,1980,Equestrian Dressage
"Individual, Open",URS,3,1980,Equestrian Dressage
"Team, Open",URS,1,1980,Equestrian Dressage
"Team, Open",BUL,2,1980,Equestrian Dressage
"Team, Open",ROU,3,1980,Equestrian Dressage
"Individual, Open",ITA,1,1980,Equestrian Eventing
"Individual, Open",URS,2,1980,Equestrian Eventing
"Individual, Open",URS,3,1980,Equestrian Eventing
"Team, Open",URS,1,1980,Equestrian Eventing
"Team, Open",ITA,2,1980,Equestrian Eventing
"Team, Open",MEX,3,1980,Equestrian Eventing
"Individual, Open",POL,1,1980,Equestrian Jumping
"Individual, Open",URS,2,1980,Equestrian Jumping
"Individual, Open",MEX,3,1980,Equestrian Jumping
"Team, Open",URS,1,1980,Equestrian Jumping
"Team, Open",POL,2,1980,Equestrian Jumping
"Team, Open",MEX,3,1980,Equestrian Jumping
"Épée, Individual, Men",SWE,1,1980,Fencing
"Épée, Individual, Men",HUN,2,1980,Fencing
"Épée, Individual, Men",FRA,3,1980,Fencing
"Épée, Team, Men",FRA,1,1980,Fencing
"Épée, Team, Men",POL,2,1980,Fencing
"Épée, Team, Men",URS,3,1980,Fencing
"Foil, Individual, Men",URS,1,1980,Fencing
"Foil, Individual, Men",FRA,2,1980,Fencing
"Foil, Individual, Men",URS,3,1980,Fencing
"Foil, Individual, Women",FRA,1,1980,Fencing
"Foil, Individual, Women",HUN,2,1980,Fencing
"Foil, Individual, Women",POL,3,1980,Fencing
"Foil, Team, Men",FRA,1,1980,Fencing
"Foil, Team, Men",URS,2,1980,Fencing
"Foil, Team, Men",POL,3,1980,Fencing
"Foil, Team, Women",FRA,1,1980,Fencing
"Foil, Team, Women",URS,2,1980,Fencing
"Foil, Team, Women",HUN,3,1980,Fencing
"Sabre, Individual, Men",URS,1,1980,Fencing
"Sabre, Individual, Men",URS,2,1980,Fencing
"Sabre, Individual, Men",HUN,3,1980,Fencing
"Sabre, Team, Men",URS,1,1980,Fencing
"Sabre, Team, Men",ITA,2,1980,Fencing
"Sabre, Team, Men",HUN,3,1980,Fencing
"Football, Men",TCH,1,1980,Football
"Football, Men",GDR,2,1980,Football
"Football, Men",URS,3,1980,Football
"Handball, Men",GDR,1,1980,Handball
"Handball, Men",URS,2,1980,Handball
"Handball, Men",ROU,3,1980,Handball
"Handball, Women",URS,1,1980,Handball
"Handball, Women",YUG,2,1980,Handball
"Handball, Women",GDR,3,1980,Handball
"Hockey, Men",IND,1,1980,Hockey
"Hockey, Men",ESP,2,1980,Hockey
"Hockey, Men",URS,3,1980,Hockey
"Hockey, Women",ZIM,1,1980,Hockey
"Hockey, Women",TCH,2,1980,Hockey
"Hockey, Women",URS,3,1980,Hockey
"Extra-Lightweight, Men",FRA,1,1980,Judo
"Extra-Lightweight, Men",CUB,2,1980,Judo
"Extra-Lightweight, Men",HUN,3,1980,Judo
"Extra-Lightweight, Men",URS,3,1980,Judo
"Half-Heavyweight, Men",BEL,1,1980,Judo
"Half-Heavyweight, Men",URS,2,1980,Judo
"Half-Heavyweight, Men",GDR,3,1980,Judo
"Half-Heavyweight, Men",NED,3,1980,Judo
"Half-Lightweight, Men",URS,1,1980,Judo
"Half-Lightweight, Men",MGL,2,1980,Judo
"Half-Lightweight, Men",BUL,3,1980,Judo
"Half-Lightweight, Men",POL,3,1980,Judo
"Half-Middleweight, Men",URS,1,1980,Judo
"Half-Middleweight, Men",CUB,2,1980,Judo
"Half-Middleweight, Men",FRA,3,1980,Judo
"Half-Middleweight, Men",GDR,3,1980,Judo
"Heavyweight, Men",FRA,1,1980,Judo
"Heavyweight, Men",BUL,2,1980,Judo
"Heavyweight, Men",TCH,3,1980,Judo
"Heavyweight, Men",YUG,3,1980,Judo
"Lightweight, Men",ITA,1,1980,Judo
"Lightweight, Men",GBR,2,1980,Judo
"Lightweight, Men",GDR,3,1980,Judo
"Lightweight, Men",MGL,3,1980,Judo
"Middleweight, Men",SUI,1,1980,Judo
"Middleweight, Men",CUB,2,1980,Judo
"Middleweight, Men",URS,3,1980,Judo
"Middleweight, Men",GDR,3,1980,Judo
"Open Class, Men",GDR,1,1980,Judo
"Open Class, Men",FRA,2,1980,Judo
"Open Class, Men",GBR,3,1980,Judo
"Open Class, Men",HUN,3,1980,Judo
"Individual, Men",URS,1,1980,Modern Pentathlon
"Individual, Men",HUN,2,1980,Modern Pentathlon
"Individual, Men",URS,3,1980,Modern Pentathlon
"Team, Men",URS,1,1980,Modern Pentathlon
"Team, Men",HUN,2,1980,Modern Pentathlon
"Team, Men",SWE,3,1980,Modern Pentathlon
"Coxed Fours, Men",GDR,1,1980,Rowing
"Coxed Fours, Men",URS,2,1980,Rowing
"Coxed Fours, Men",POL,3,1980,Rowing
"Coxed Fours, Women",GDR,1,1980,Rowing
"Coxed Fours, Women",BUL,2,1980,Rowing
"Coxed Fours, Women",URS,3,1980,Rowing
"Coxed Pairs, Men",GDR,1,1980,Rowing
"Coxed Pairs, Men",URS,2,1980,Rowing
"Coxed Pairs, Men",YUG,3,1980,Rowing
"Coxed Quadruple Sculls, Women",GDR,1,1980,Rowing
"Coxed Quadruple Sculls, Women",URS,2,1980,Rowing
"Coxed Quadruple Sculls, Women",BUL,3,1980,Rowing
"Coxless Fours, Men",GDR,1,1980,Rowing
"Coxless Fours, Men",URS,2,1980,Rowing
"Coxless Fours, Men",GBR,3,1980,Rowing
"Coxless Pairs, Men",GDR,1,1980,Rowing
"Coxless Pairs, Men",URS,2,1980,Rowing
"Coxless Pairs, Men",GBR,3,1980,Rowing
"Coxless Pairs, Women",GDR,1,1980,Rowing
"Coxless Pairs, Women",POL,2,1980,Rowing
"Coxless Pairs, Women",BUL,3,1980,Rowing
"Double Sculls, Men",GDR,1,1980,Rowing
"Double Sculls, Men",YUG,2,1980,Rowing
"Double Sculls, Men",TCH,3,1980,Rowing
"Double Sculls, Women",URS,1,1980,Rowing
"Double Sculls, Women",GDR,2,1980,Rowing
"Double Sculls, Women",ROU,3,1980,Rowing
"Eights, Men",GDR,1,1980,Rowing
"Eights, Men",GBR,2,1980,Rowing
"Eights, Men",URS,3,1980,Rowing
"Eights, Women",GDR,1,1980,Rowing
"Eights, Women",URS,2,1980,Rowing
"Eights, Women",ROU,3,1980,Rowing
"Quadruple Sculls, Men",GDR,1,1980,Rowing
"Quadruple Sculls, Men",URS,2,1980,Rowing
"Quadruple Sculls, Men",BUL,3,1980,Rowing
"Single Sculls, Men",FIN,1,1980,Rowing
"Single Sculls, Men",URS,2,1980,Rowing
"Single Sculls, Men",GDR,3,1980,Rowing
"Single Sculls, Women",ROU,1,1980,Rowing
"Single Sculls, Women",URS,2,1980,Rowing
"Single Sculls, Women",GDR,3,1980,Rowing
"Multihull, Open",BRA,1,1980,Sailing
"Multihull, Open",DEN,2,1980,Sailing
"Multihull, Open",SWE,3,1980,Sailing
"One Person Dinghy, Open",FIN,1,1980,Sailing
"One Person Dinghy, Open",AUT,2,1980,Sailing
"One Person Dinghy, Open",URS,3,1980,Sailing
"Three Person Keelboat, Open",DEN,1,1980,Sailing
"Three Person Keelboat, Open",URS,2,1980,Sailing
"Three Person Keelboat, Open",GRE,3,1980,Sailing
"Two Person Dinghy, Open",BRA,1,1980,Sailing
"Two Person Dinghy, Open",GDR,2,1980,Sailing
"Two Person Dinghy, Open",FIN,3,1980,Sailing
"Two Person Heavyweight Dinghy, Open",ESP,1,1980,Sailing
"Two Person Heavyweight Dinghy, Open",IRL,2,1980,Sailing
"Two Person Heavyweight Dinghy, Open",HUN,3,1980,Sailing
"Two Person Keelboat, Open",URS,1,1980,Sailing
"Two Person Keelboat, Open",AUT,2,1980,Sailing
"Two Person Keelboat, Open",ITA,3,1980,Sailing
"Free Pistol, 50 metres, Open",URS,1,1980,Shooting
"Free Pistol, 50 metres, Open",GDR,2,1980,Shooting
"Free Pistol, 50 metres, Open",BUL,3,1980,Shooting
"Rapid-Fire Pistol, 25 metres, Open",ROU,1,1980,Shooting
"Rapid-Fire Pistol, 25 metres, Open",GDR,2,1980,Shooting
"Rapid-Fire Pistol, 25 metres, Open",AUT,3,1980,Shooting
"Running Target, 50 metres, Open",URS,1,1980,Shooting
"Running Target, 50 metres, Open",GDR,2,1980,Shooting
"Running Target, 50 metres, Open",URS,3,1980,Shooting
"Skeet, Open",DEN,1,1980,Shooting
"Skeet, Open",SWE,2,1980,Shooting
"Skeet, Open",CUB,3,1980,Shooting
"Small-Bore Rifle, Prone, 50 metres, Open",HUN,1,1980,Shooting
"Small-Bore Rifle, Prone, 50 metres, Open",GDR,2,1980,Shooting
"Small-Bore Rifle, Prone, 50 metres, Open",BUL,3,1980,Shooting
"Small-Bore Rifle, Three Positions, 50 metres, Open",URS,1,1980,Shooting
"Small-Bore Rifle, Three Positions, 50 metres, Open",GDR,2,1980,Shooting
"Small-Bore Rifle, Three Positions, 50 metres, Open",SWE,3,1980,Shooting
"Trap, Open",ITA,1,1980,Shooting
"Trap, Open",URS,2,1980,Shooting
"Trap, Open",GDR,3,1980,Shooting
"1,500 metres Freestyle, Men",URS,1,1980,Swimming
"1,500 metres Freestyle, Men",URS,2,1980,Swimming
"1,500 metres Freestyle, Men",AUS,3,1980,Swimming
"100 metres Backstroke, Men",SWE,1,1980,Swimming
"100 metres Backstroke, Men",URS,2,1980,Swimming
"100 metres Backstroke, Men",URS,3,1980,Swimming
"100 metres Backstroke, Women",GDR,1,1980,Swimming
"100 metres Backstroke, Women",GDR,2,1980,Swimming
"100 metres Backstroke, Women",GDR,3,1980,Swimming
"100 metres Breaststroke, Men",GBR,1,1980,Swimming
"100 metres Breaststroke, Men",URS,2,1980,Swimming
"100 metres Breaststroke, Men",AUS,3,1980,Swimming
"100 metres Breaststroke, Women",GDR,1,1980,Swimming
"100 metres Breaststroke, Women",URS,2,1980,Swimming
"100 metres Breaststroke, Women",DEN,3,1980,Swimming
"100 metres Butterfly, Men",SWE,1,1980,Swimming
"100 metres Butterfly, Men",GDR,2,1980,Swimming
"100 metres Butterfly, Men",ESP,3,1980,Swimming
"100 metres Butterfly, Women",GDR,1,1980,Swimming
"100 metres Butterfly, Women",GDR,2,1980,Swimming
"100 metres Butterfly, Women",GDR,3,1980,Swimming
"100 metres Freestyle, Men",GDR,1,1980,Swimming
"100 metres Freestyle, Men",SWE,2,1980,Swimming
"100 metres Freestyle, Men",SWE,3,1980,Swimming
"100 metres Freestyle, Women",GDR,1,1980,Swimming
"100 metres Freestyle, Women",GDR,2,1980,Swimming
"100 metres Freestyle, Women",GDR,3,1980,Swimming
"200 metres Backstroke, Men",HUN,1,1980,Swimming
"200 metres Backstroke, Men",HUN,2,1980,Swimming
"200 metres Backstroke, Men",AUS,3,1980,Swimming
"200 metres Backstroke, Women",GDR,1,1980,Swimming
"200 metres Backstroke, Women",GDR,2,1980,Swimming
"200 metres Backstroke, Women",GDR,3,1980,Swimming
"200 metres Breaststroke, Men",URS,1,1980,Swimming
"200 metres Breaststroke, Men",HUN,2,1980,Swimming
"200 metres Breaststroke, Men",URS,3,1980,Swimming
"200 metres Breaststroke, Women",URS,1,1980,Swimming
"200 metres Breaststroke, Women",URS,2,1980,Swimming
"200 metres Breaststroke, Women",URS,3,1980,Swimming
"200 metres Butterfly, Men",URS,1,1980,Swimming
"200 metres Butterfly, Men",GBR,2,1980,Swimming
"200 metres Butterfly, Men",GDR,3,1980,Swimming
"200 metres Butterfly, Women",GDR,1,1980,Swimming
"200 metres Butterfly, Women",GDR,2,1980,Swimming
"200 metres Butterfly, Women",AUS,3,1980,Swimming
"200 metres Freestyle, Men",URS,1,1980,Swimming
"200 metres Freestyle, Men",URS,2,1980,Swimming
"200 metres Freestyle, Men",AUS,3,1980,Swimming
"200 metres Freestyle, Women",GDR,1,1980,Swimming
"200 metres Freestyle, Women",GDR,2,1980,Swimming
"200 metres Freestyle, Women",GDR,3,1980,Swimming
"4 x 100 metres Freestyle Relay, Men",RSA,1,2004,Swimming
"4 x 100 metres Freestyle Relay, Men",NED,2,2004,Swimming
"4 x 100 metres Freestyle Relay, Men",USA,3,2004,Swimming
"4 x 100 metres Freestyle Relay, Men",USA,1,2008,Swimming
"4 x 100 metres Freestyle Relay, Men",FRA,2,2008,Swimming
"4 x 100 metres Freestyle Relay, Men",AUS,3,2008,Swimming
"4 x 100 metres Freestyle Relay, Men",FRA,1,2012,Swimming
"4 x 100 metres Freestyle Relay, Men",USA,2,2012,Swimming
"4 x 100 metres Freestyle Relay, Men",RUS,3,2012,Swimming
"4 x 100 metres Freestyle Relay, Men",USA,1,2016,Swimming
"4 x 100 metres Freestyle Relay, Men",FRA,2,2016,Swimming
"4 x 100 metres Freestyle Relay, Men",AUS,3,2016,Swimming
"400 metres Freestyle, Men",URS,1,1980,Swimming
"400 metres Freestyle, Men",URS,2,1980,Swimming
"400 metres Freestyle, Men",URS,3,1980,Swimming
"400 metres Freestyle, Women",GDR,1,1980,Swimming
"400 metres Freestyle, Women",GDR,2,1980,Swimming
"400 metres Freestyle, Women",GDR,3,1980,Swimming
"400 metres Individual Medley, Men",URS,1,1980,Swimming
"400 metres Individual Medley, Men",URS,2,1980,Swimming
"400 metres Individual Medley, Men",HUN,3,1980,Swimming
"400 metres Individual Medley, Women",GDR,1,1980,Swimming
"400 metres Individual Medley, Women",GBR,2,1980,Swimming
"400 metres Individual Medley, Women",POL,3,1980,Swimming
"800 metres Freestyle, Women",AUS,1,1980,Swimming
"800 metres Freestyle, Women",GDR,2,1980,Swimming
"800 metres Freestyle, Women",GDR,3,1980,Swimming
"Volleyball, Men",URS,1,1980,Volleyball
"Volleyball, Men",BUL,2,1980,Volleyball
"Volleyball, Men",ROU,3,1980,Volleyball
"Volleyball, Women",URS,1,1980,Volleyball
"Volleyball, Women",GDR,2,1980,Volleyball
"Volleyball, Women",BUL,3,1980,Volleyball
"Water Polo, Men",URS,1,1980,Water Polo
"Water Polo, Men",YUG,2,1980,Water Polo
"Water Polo, Men",HUN,3,1980,Water Polo
"Bantamweight, Men",CUB,1,1980,Weightlifting
"Bantamweight, Men",URS,2,1980,Weightlifting
"Bantamweight, Men",POL,3,1980,Weightlifting
"Featherweight, Men",URS,1,1980,Weightlifting
"Featherweight, Men",BUL,2,1980,Weightlifting
"Featherweight, Men",POL,3,1980,Weightlifting
"Flyweight, Men",URS,1,1980,Weightlifting
"Flyweight, Men",PRK,2,1980,Weightlifting
"Flyweight, Men",PRK,3,1980,Weightlifting
"Heavyweight I, Men",TCH,1,1980,Weightlifting
"Heavyweight I, Men",URS,2,1980,Weightlifting
"Heavyweight I, Men",CUB,3,1980,Weightlifting
"Heavyweight II, Men",URS,1,1980,Weightlifting
"Heavyweight II, Men",BUL,2,1980,Weightlifting
"Heavyweight II, Men",HUN,3,1980,Weightlifting
"Light-Heavyweight, Men",URS,1,1980,Weightlifting
"Light-Heavyweight, Men",BUL,2,1980,Weightlifting
"Light-Heavyweight, Men",TCH,3,1980,Weightlifting
"Lightweight, Men",BUL,1,1980,Weightlifting
"Lightweight, Men",GDR,2,1980,Weightlifting
"Lightweight, Men",BUL,3,1980,Weightlifting
"Middle-Heavyweight, Men",HUN,1,1980,Weightlifting
"Middle-Heavyweight, Men",BUL,2,1980,Weightlifting
"Middle-Heavyweight, Men",GDR,3,1980,Weightlifting
"Middleweight, Men",BUL,1,1980,Weightlifting
"Middleweight, Men",URS,2,1980,Weightlifting
"Middleweight, Men",BUL,3,1980,Weightlifting
"Super-Heavyweight, Men",URS,1,1980,Weightlifting
"Super-Heavyweight, Men",GDR,2,1980,Weightlifting
"Super-Heavyweight, Men",POL,3,1980,Weightlifting
"Bantamweight, Freestyle, Men",URS,1,1980,Wrestling
"Bantamweight, Freestyle, Men",PRK,2,1980,Wrestling
"Bantamweight, Freestyle, Men",MGL,3,1980,Wrestling
"Bantamweight, Greco-Roman, Men",URS,1,1980,Wrestling
"Bantamweight, Greco-Roman, Men",POL,2,1980,Wrestling
"Bantamweight, Greco-Roman, Men",SWE,3,1980,Wrestling
"Featherweight, Freestyle, Men",URS,1,1980,Wrestling
"Featherweight, Freestyle, Men",BUL,2,1980,Wrestling
"Featherweight, Freestyle, Men",GRE,3,1980,Wrestling
"Featherweight, Greco-Roman, Men",GRE,1,1980,Wrestling
"Featherweight, Greco-Roman, Men",HUN,2,1980,Wrestling
"Featherweight, Greco-Roman, Men",URS,3,1980,Wrestling
